Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,203.5399932861328,204.0,199.97000122070312,200.49000549316406,186.98402404785156,1588000
2018-01-03,200.2100067138672,202.14999389648438,199.5,201.74000549316406,188.14981079101562,1692700
2018-01-04,202.3699951171875,205.52999877929688,201.8300018310547,205.2100067138672,191.38604736328125,1473200
2018-01-05,205.97999572753906,206.25,203.6300048828125,204.6999969482422,190.91036987304688,1722600
2018-01-08,204.85000610351562,205.5800018310547,204.32000732421875,204.6999969482422,190.91036987304688,1044900
2018-01-09,205.49000549316406,206.97999572753906,205.0,205.8800048828125,192.0109100341797,1290200
2018-01-10,205.0,206.0500030517578,204.25,204.75,190.95700073242188,956900
2018-01-11,204.7899932861328,206.1699981689453,204.6999969482422,205.50999450683594,191.6658477783203,1245600
2018-01-12,206.52999877929688,211.75,205.58999633789062,210.58999633789062,196.40359497070312,1892700
2018-01-16,211.00999450683594,211.6199951171875,206.0,206.3300018310547,192.4306182861328,1753800
2018-01-17,207.75999450683594,209.0500030517578,206.7899932861328,208.52000427246094,194.47305297851562,1421000
2018-01-18,208.36000061035156,209.44000244140625,207.19000244140625,207.8000030517578,194.58544921875,1241700
2018-01-19,209.41000366210938,209.41000366210938,207.52999877929688,209.10000610351562,195.80274963378906,1413900
2018-01-22,209.0800018310547,209.22999572753906,207.0399932861328,208.1999969482422,194.95999145507812,1895000
2018-01-23,208.3000030517578,208.7899932861328,206.8300018310547,207.47999572753906,194.2857666015625,2277400
2018-01-24,202.99000549316406,220.16000366210938,201.39999389648438,219.27000427246094,205.3260498046875,4176200
2018-01-25,220.0,227.7100067138672,219.60000610351562,226.52999877929688,212.1243438720703,3237700
2018-01-26,224.9499969482422,226.5500030517578,221.6699981689453,226.24000549316406,211.85279846191406,1977700
2018-01-29,226.5,229.5399932861328,225.22999572753906,225.5,211.1598358154297,1737700
2018-01-30,224.91000366210938,225.8699951171875,222.3000030517578,224.27999877929688,210.01742553710938,1590200
2018-01-31,226.08999633789062,226.91000366210938,222.3800048828125,222.47999572753906,208.3319091796875,1833600
2018-02-01,222.38999938964844,227.82000732421875,222.0,225.2100067138672,210.88829040527344,1779800
2018-02-02,220.83999633789062,225.44000244140625,220.83999633789062,221.72000122070312,207.6202392578125,1377900
2018-02-05,220.44000244140625,222.35000610351562,208.91000366210938,211.22000122070312,197.78794860839844,2376000
2018-02-06,206.32000732421875,213.08999633789062,203.89999389648438,212.4600067138672,198.94908142089844,2901400
2018-02-07,212.41000366210938,218.6199951171875,212.00999450683594,214.9499969482422,201.28076171875,1962100
2018-02-08,216.1300048828125,217.22999572753906,205.97000122070312,206.0500030517578,192.94671630859375,1969900
2018-02-09,208.1199951171875,214.3300018310547,206.9600067138672,212.10000610351562,198.6119842529297,2682400
2018-02-12,214.1699981689453,215.08999633789062,207.8699951171875,209.52999877929688,196.2053985595703,2698800
2018-02-13,207.91000366210938,212.69000244140625,207.5,211.80999755859375,198.3404083251953,2556500
2018-02-14,211.10000610351562,218.39999389648438,210.60000610351562,218.25,204.37088012695312,2475600
2018-02-15,224.3800048828125,225.39999389648438,220.72000122070312,225.39999389648438,211.06614685058594,2624500
2018-02-16,225.60000610351562,226.0,222.5,224.19000244140625,209.9331512451172,1939200
2018-02-20,223.0,224.0800018310547,221.17999267578125,221.8300018310547,207.7232208251953,1211100
2018-02-21,221.44000244140625,224.88999938964844,220.72999572753906,220.75,206.71189880371094,1151100
2018-02-22,221.67999267578125,222.5800018310547,219.75999450683594,220.13999938964844,206.1407012939453,897600
2018-02-23,221.4499969482422,222.16000366210938,219.8699951171875,221.0,206.94601440429688,1034300
2018-02-26,222.97000122070312,227.27999877929688,222.00999450683594,226.77999877929688,212.35845947265625,1445900
2018-02-27,226.49000549316406,227.77999877929688,223.8699951171875,223.88999938964844,209.65225219726562,1083400
2018-02-28,224.60000610351562,226.38999938964844,222.4499969482422,222.4499969482422,208.30380249023438,1028000
2018-03-01,222.97999572753906,225.60000610351562,218.0,219.14999389648438,205.21363830566406,2009600
2018-03-02,217.72999572753906,224.02000427246094,217.64999389648438,223.33999633789062,209.13722229003906,2058700
2018-03-05,220.63999938964844,224.75999450683594,219.3000030517578,224.63999938964844,210.35450744628906,1965600
2018-03-06,225.0800018310547,225.44000244140625,223.16000366210938,224.80999755859375,210.51373291015625,1337300
2018-03-07,222.5500030517578,226.47999572753906,221.3800048828125,226.27999877929688,211.8902587890625,1238300
2018-03-08,227.0,227.0500030517578,224.47999572753906,226.64999389648438,212.23670959472656,1054700
2018-03-09,227.94000244140625,230.0,226.74000549316406,229.9499969482422,215.32684326171875,1309000
2018-03-12,229.5,229.9499969482422,223.92999267578125,224.63999938964844,210.35450744628906,1218900
2018-03-13,225.9199981689453,226.8699951171875,222.8300018310547,223.35000610351562,209.14657592773438,1165600
2018-03-14,224.58999633789062,224.6199951171875,220.58999633789062,221.69000244140625,207.59213256835938,1002600
2018-03-15,222.50999450683594,223.8699951171875,221.25999450683594,222.60000610351562,208.44427490234375,871700
2018-03-16,223.4600067138672,223.8800048828125,221.27999877929688,222.74000549316406,208.5753936767578,1980400
2018-03-19,222.64999389648438,224.3300018310547,221.0500030517578,223.89999389648438,209.66160583496094,907900
2018-03-20,224.41000366210938,226.89999389648438,224.10000610351562,225.3800048828125,211.04747009277344,798100
2018-03-21,225.3699951171875,226.1699981689453,223.74000549316406,223.75,209.52110290527344,897000
2018-03-22,222.25,223.97999572753906,217.8300018310547,218.3699951171875,204.48324584960938,1172100
2018-03-23,218.5,224.47000122070312,218.5,218.80999755859375,204.895263671875,1437900
2018-03-26,221.92999267578125,223.82000732421875,220.8699951171875,223.47000122070312,209.25894165039062,1319000
2018-03-27,225.0,225.77999877929688,219.7899932861328,221.07000732421875,207.01156616210938,1135100
2018-03-28,221.72000122070312,221.8800048828125,216.6999969482422,217.27999877929688,203.46255493164062,1722400
2018-03-29,219.58999633789062,223.4600067138672,218.02000427246094,220.89999389648438,206.8523406982422,1945500
2018-04-02,220.50999450683594,222.02999877929688,215.5500030517578,218.8800048828125,204.96084594726562,1345400
2018-04-03,219.9499969482422,221.4499969482422,217.2100067138672,220.32000732421875,206.30926513671875,1387700
2018-04-04,215.14999389648438,218.6999969482422,214.27000427246094,218.5399932861328,204.64244079589844,2753300
2018-04-05,220.44000244140625,221.7100067138672,218.35000610351562,221.22000122070312,207.1520233154297,2209200
2018-04-06,219.47999572753906,220.66000366210938,213.77000427246094,215.74000549316406,202.0205078125,1496100
2018-04-09,217.00999450683594,218.25,214.5399932861328,214.9600067138672,201.2901153564453,1256700
2018-04-10,217.88999938964844,218.30999755859375,213.91000366210938,214.4499969482422,200.81253051757812,1684700
2018-04-11,214.0,217.47999572753906,214.0,216.32000732421875,202.56361389160156,1173600
2018-04-12,216.3699951171875,219.24000549316406,216.16000366210938,218.22000122070312,205.22509765625,1248200
2018-04-13,219.4199981689453,219.82000732421875,217.17999267578125,218.41000366210938,205.4037628173828,942600
2018-04-16,219.72999572753906,220.49000549316406,218.33999633789062,218.39999389648438,205.39437866210938,1381400
2018-04-17,219.27999877929688,222.80999755859375,219.24000549316406,221.41000366210938,208.22512817382812,1143100
2018-04-18,224.6199951171875,227.6999969482422,223.50999450683594,225.49000549316406,212.06219482421875,1470700
2018-04-19,225.5500030517578,225.72000122070312,222.97999572753906,224.97999572753906,211.58255004882812,1027300
2018-04-20,225.8800048828125,225.8800048828125,222.47999572753906,223.11000061035156,209.82388305664062,1280100
2018-04-23,222.9199981689453,226.1199951171875,222.9199981689453,225.9600067138672,212.5041961669922,1822500
2018-04-24,227.75,229.74000549316406,218.0800018310547,222.02000427246094,208.79879760742188,2912500
2018-04-25,215.91000366210938,217.99000549316406,207.1999969482422,214.52999877929688,201.7548370361328,4583900
2018-04-26,214.9199981689453,215.52000427246094,210.4600067138672,211.75,199.14039611816406,2415300
2018-04-27,211.74000549316406,212.0,203.27999877929688,203.7100067138672,191.57916259765625,2217900
2018-04-30,203.7899932861328,205.25,201.24000549316406,201.30999755859375,189.32208251953125,2569900
2018-05-01,201.14999389648438,201.14999389648438,194.47000122070312,197.3000030517578,185.55087280273438,2926500
2018-05-02,197.3000030517578,200.5,195.50999450683594,195.67999267578125,184.02734375,1906400
2018-05-03,194.85000610351562,196.7100067138672,191.0,195.0,183.3878173828125,2053800
2018-05-04,193.9600067138672,195.75,193.19000244140625,195.07000732421875,183.4536590576172,1499400
2018-05-07,195.97000122070312,198.57000732421875,195.0,196.4499969482422,184.75149536132812,1281400
